nom,vi
然乘亂用杜英翰計圍都護府守任官病子乃入居府治未正位號尋沒其子始尊以王爵故微之也,ê ừ ạ ụ đỗ  à ế  đô ộ ủ ú ệ  ệ ử ã ậ ư ủ ị ị í ị ệ ầ ộ ì ử ỷ ô ĩ ươ ướ ố   ã
一北人守任有政蹟者必書好善惡惡人心所同天下之公也,ấ ắ â ú ệ ữ í í ả ấ ư ế ệ ố á â â ở đồ ê ạ  ô ã
一十二使君乘時無主各㨿地自守莫䏻相統然,ấ ậ ị ứ â ừ ờ ô ủ á ứ đị ự ủ ạ ă ươ ố ê
吳昌熾以正統書吳是之後也,ô ươ í ĩ í ố ư ô ị  ậ ã
一楊三哥前後胡皆以王莽篡例書名者沮僣?也,ấ ươ   ề ậ ồ  ĩ ươ ã á ệ ư  ả ở ế  ã
一黎大行雖承正統然衛王璿猶在紀元分註?宋太祖之於周鄭王也,ấ ê đạ à  ừ í ố ê ệ ươ ả  ạ ỷ ê â ú   ố á ổ  ư  ị ươ ã
一黎中宗即位三日而遇害雖未逾年然諸王争立凣八月實中宗嗣位之年,ấ ê  ô ứ ị  ậ  ộ ạ  ị  ê ê ư ươ  ậ à á ệ ự  ô ự ị 
故書之爲君以正臥朝篡弑之罪而以嗣位一年數焉,ố ư   â ĩ í ạ ề á í  ộ  ĩ ự ị ấ ê ố ê
一衛王靈德前已即帝位後降王爵從史法書曰,ấ ệ ươ  đứ ề ĩ ứ đế ị ậ á ươ ướ ò ử á ư ế
廢帝,ế đế
一簡定即位建元在丁亥年十月而稱一年者尊正統黜僣僞與紹慶元年同,ấ ả đị ứ ị ế ê ạ đ ợ ê ậ ệ  ư ấ ê ả ô í ố ấ ế ỵ ữ ệ  ê ê đồ
一陳末二胡之後明人併㨿凣二十年止以四年属明者盖癸巳以前簡定重光猶係陳緒戊戌以後我朝太祖高皇帝已起義兵故不以属明書正國統也,ấ ầ ạ ị ề  ậ  â í ứ à ị ậ ê ỉ ĩ ứ ê ộ  ả á ý ỵ ĩ ề ả đị ù   ệ ầ ự ậ ấ ĩ ậ ã ề á ổ  à đế ĩ ở ĩ  ố ấ ĩ ộ  ư í ố ố ã
一人名地名有考㨿分註其下無則闕之,ấ â  đị  ữ ả ứ â ú ì ạ ô ắ ế 
一凣書日舊史甲子有闕依日庶書之,ấ à ư ậ ự ử á ý ữ ế  ậ ứ ư 
一凣正誤必分註所由庶無惑於舊史間猶謬誤知者幸正之,ấ à í ộ ấ â ú ở  ứ ô ặ ư ự ử á  ậ ộ  ả ạ í 
續編凣例,ụ ê à ệ
一外紀全書自鴻庞氏至吳使君舊史編爲一集并本己全書自李太祖至昭皇編爲一集自陳太宗至明宗編爲一集陳憲宗至重光帝編爲一集及本己實錄國朝聖宗淳皇帝?載爲一集,ấ ạ ỷ à ư ự ồ à ị í ô ứ â ự ử ê  ấ ậ ị ả ỷ à ư ự ý á ổ í ê à ê  ấ ậ ự ầ á ô í  ô ê  ấ ậ ầ ế ô í ù  đế ê  ấ ậ ậ ả ỷ ự ụ ố ề á ô ầ à đế  ả  ấ ậ
兹以其刪繁每,ư ĩ ì  ồ ỗ
一集分爲上下二集以便觀覽,ấ ậ â  ượ ạ ị ậ ĩ ệ  ã
一恭皇爲權神莫登庸篡弑自丁亥至壬辰九六年無有位號則以次年紀之,ấ  à  ề ầ ạ đă  á í ự đ ợ í â ì ử ụ ê ô ữ ị ệ ắ ĩ ứ ê ỷ 
其莫僣則两行分註於次年之下以尊正統沮僣竊也,ì ạ ế ắ ưỡ à â ú ư ứ ê  ạ ĩ ô í ố ở ế ế ã
一莊宗自癸巳年起義即位于行在萬賴󰀋雖未混一中元亦以正統書之明其爲帝胄承大統也,ấ  ô ự ý ỵ ê ở ĩ ứ ị  à ạ ạ ạ á  ị ỗ ấ  ê ệ ĩ í ố ư   ì  đế ụ ừ đạ ố ã
一中宗英宗起義即位並以繼統書之明國緒相傳也,ấ  ô  ô ở ĩ ứ ị ị ĩ ế ố ư   ố ự ươ ề ã
一神宗在位二十五年書爲神宗上其遜位六年書在真宗紀又復帝位十三年書爲神宗下,ấ ầ ô ạ ị ị ậ ũ ê ư  ầ ô ượ ì ố ị ụ ê ư ạ â ô ỷ ự ụ đế ị ậ  ê ư  ầ ô ạ
凣例畢,à ệ ấ
外紀,ạ ỷ
〇卷之一,ể  ấ
鴻庞氏紀起壬戌至癸卯年凣二千六百二十二年,ồ à ị ỷ ở â ấ í ý ã ê à ị ê ụ á ị ậ ị ê
涇陽王, ươ ươ
貉龍君,ạ  â
䧺王凣十八世皆号䧺王,ù ươ à ậ á ế  ệ ù ươ
後王,
安陽王, ươ ươ
〇卷之二,ể  ị
趙氏紀起甲午至庚午凣九十七年,ệ ị ỷ ở á ọ í  ọ à ử ậ ấ ê
武帝在位七十一年,ũ đế ạ ị ấ ậ ấ ê
文王在位十二年,ă ươ ạ ị ậ ị ê
明王在位十二年, ươ  ạ ị ậ ị ê
属西漢紀起辛未至己亥凣一百四十九年,ộ â á ỷ  ở â ù í ỷ ợ à ấ á ứ ậ ử ê 
徵女王紀起庚子至壬寅凣三年,ư ữ ươ ở  ý í â ầ à  ê
徵王在位三年,ư ươ ạ ị  ê
属東漢紀起癸卯至丙寅凣一百四十,ộ đô á ỷ  ở ý ã
前李南帝在位七年紀元者一,ề ý  đế  ạ ị ấ ê ỷ ê ả ấ
天德凣七,ê đứ à ấ
趙越王紀起戊辰至庚寅凣二十三年,ệ ệ ươ ỷ ở ậ ì í  ầ à ậ ị  ê
附桃郎王,ụ đà  ươ
趙越王在位二十三年,ệ ệ ươ ạ ị 
曲節度父子共十四年,ú ế độ ụ ử ộ ậ ứ ê
楊正公在位八年,ươ í ô ạ ị á ê
吳氏紀起己亥至丁卯凣二十九年,ô ị ỷ ở ỷ ợ í đ ã à ị ậ ử ê
前吳王在位六年,ề ô ươ ạ ị ụ ê
楊三哥簒位六年,ươ   á ị 
先皇在位十二年紀元者一,ê à ạ ị ị ê ỷ ê ả ấ
太平凣十二,á ì à ậ ị
廢帝在位一年仍太平年號,ế đế ạ ị ấ ê ư á ì ê ệ
黎紀起辛巳至己酉凣二十九年,ê ỷ ở â ỵ í ỷ ậ à ị ậ ử ê
大行皇帝在位二十四年紀,đạ à à
景瑞凣四,ả ỵ à ứ
〇卷之二,ể  ị
李紀起庚戌至乙酉年凣二百十六年,ý ỷ  ở  ấ í ấ ậ ê à ị á ậ ụ ê
太祖皇帝在位十八年紀元者一,á ổ à đế  ạ ị ậ á ê ỷ ê ả ấ
順天凣十八,ậ ê  à ậ á
太宗皇帝在位二十七年,á
〇卷之三,ể  
聖宗皇帝在位十七年紀元者五,á ô à đế ạ ị ậ ấ ê ỷ ê ả ũ
龍瑞太平凣四, ỵ á ì à ứ
彰聖嘉慶凣七,ươ á  á  à ấ
龍章天嗣凣三, ươ ê ự à 
天貺寳象凣一,ê ố ả ượ à
天符睿武凣七,ê ù ệ ũ à ấ
天符慶壽凣一,ê ù á ọ à ấ
神宗皇帝在位十一年紀元者二,ầ ô à đế ạ ị ậ ấ ê ỷ ê ả ị
天順凣六,ê ậ à ụ
天彰寳嗣凣五,ê ươ ả ự à ũ
〇卷之四,ể  ứ
英宗皇帝在位三十七年紀元, ô
天嘉寳祐凣三,ê  ư ự à 
治平龍應凣五,ị ì  ứ à ũ
惠宗皇帝在位十四年紀元者一,ệ ô à đế ạ ị ậ ứ ê ỷ ê ả ấ
建嘉凣十四,ế  à ậ ứ
天章有道凣一,ê ươ ữ đạ à ấ
昭皇在位一年仍天章有道號,ê à ạ ị ấ
聖宗皇帝在位二十一年紀元者二,á ô à đế ạ ị ị ậ ấ ê ỷ ê ả ị
紹隆凣十五,ệ  à ậ ũ
寳符凣六,ả ù à ụ
仁宗皇帝在位十四年紀元者二,â ô à đế ạ ị ậ ứ ê ỷ ê ả ị
紹寳凣六,ệ ả à ụ
重興凣八,ù
〇卷之七,ể  ấ
憲宗皇帝在位十二年紀元者一,ế ô à đế ạ ị ậ ị ê ỷ ê ả ấ
開祐凣十二, ự à ậ ị
裕宗皇帝在位二十八年紀元者二,ụ ô à đế ạ ị ị ậ á ê ỷ ê ả ị
附楊日禮六月以後,ụ ươ ậ ễ ụ ệ ĩ
〇卷之八,ể  á
廢帝在位十二年紀元者一,ế đế ạ ị ậ ị ê ỷ ê ả ấ
昌符凣十二,ươ ù à ậ ị
順宗皇帝在位九年紀元者一,ậ ô à đế ạ ị ử ê ỷ ê ả ấ
光泰凣九, á à ử
少帝在位二年紀元者一,ế đế ạ ị ị ê 
後陳紀起丁亥至癸巳凣七年,ậ ầ ỷ ở đ ợ í ý ỵ à ấ ê
簡定帝在位二年紀元者一,ả đị đế ạ ị ị ê ỷ ê ả ấ
興慶凣二,ư á à ị
重光帝在位五年紀元者一,ù  đế ạ ị ũ ê ỷ ê ả ấ
重光凣五,ù  à ũ
順天凣六,ậ ê à ụ
〇卷之十一,ể  ậ ấ
太宗文皇帝在位九年紀元者二,á ô ă à đế ạ ị ử ê ỷ ê ả ị
紹平凣七,ệ ì à ấ
大寳凣二,đạ ả à ị
仁宗宣皇帝在位十七年紀元者二,â ô ê à đế ạ ị ậ ấ ê ỷ 
〇卷之十三,ể  ậ 
聖宗淳皇帝上,á ô ầ à đế ượ
洪德凣二十五,ồ đứ à ị ậ ũ
〇卷之十四,ể  ậ ứ
憲宗睿皇帝在位七年紀元者一,ế ô ệ à đế ạ ị ấ ê ỷ ê ả ấ
景統凣七,ả ố à ấ
肅宗欽皇帝在位一年紀元者,ú ô 
端慶凣五,đ á à ũ
〇卷之十五,ể  ậ ũ
㐮翼帝在位七年紀元者一,ươ ự đế ạ ị ấ ê ỉ ê ả ấ
洪順凣七,ồ ậ à ấ
陀陽王在位六年紀元者一,đà ươ ươ ạ ị ụ ê ỉ ê ả ấ
光紹凣六, ệ à ụ
恭皇在位五年紀元者一, 
〇卷之十六,ể  ậ ụ
莊宗裕帝在位十六年紀元者一, ô ụ à đế ạ ị ậ ụ ê ỉ ê ả ấ
元和凣十六,ê à à ậ ụ
附莫登瀛大正八年,ạ đă  đạ í á ê
福海廣和六年,ú ả ả à ụ ê
福源永定一年景曆一年,ú ê ĩ đị â
洪福凣一,ồ ú à ấ
附莫福源光寳五年,ụ ạ ú ê  ả ũ ê
茂洽淳福五年崇康六年,ậ ợ ầ ú ũ ê ù  ụ ê
〇卷之十七,ể  ậ ấ
世宗毅皇帝在位二十七年紀元者二,ế ô ị à đế ạ ị ị ậ ấ ê ỷ ê ả ị
神宗淵皇帝上在位二十五年紀元者三,ầ ô ê à đế ượ ạ ị ị ậ ũ ê ỷ ê ả 
永祚凣十,ĩ ộ à ậ
德隆凣七, đứ à ấ
陽和凣八,ươ à à á
真宗順皇帝在位七年紀元者一,â ô ậ à đế ạ ị ấ ê ỷ ê ả 
玄宗穆皇帝在位九年紀元者一,ề ô ụ à đế ạ ị ử ê ỷ ê ả ấ
景治凣九,ả ị à ử
嘉宗美皇帝在位四年紀元者二, ô ĩ à đế ạ ị ứ ê ỷ ê ả ị
陽德凣三,ươ đứ à 
德元凣一,đứ ê à ấ
皇黎朝萬萬世,à ê ề
越鑑通考總論,ệ á ô ả ổ ậ
臣聞󰔄典即󰔄書自孔子刪尙書以為典謨而帝王脩齊治平之道益彰,ầ ă  để ứ  ư ự ổ ử  ượ ư ĩ  để ô  đế ươ  ề ị ì  đạ í ươ
春秋本魯史自孔子脩春秋以定褒貶而天子與禮命討之權益重,â  ả ỗ ử ự ổ ử  â  ĩ đị  ế  ê ử ữ ễ ệ ả  ề í ọ
是以聖帝明王之治天下有志於任君師之責不可不究帝王之學有志於究帝王之學不可不明古今之理,ị ĩ á đế  ươ  ị ê ạ ữ í ư ệ â ư  á ấ ả ấ ứ đế ươ  ọ ữ í ư ứ đế ươ  ọ ấ ả ấ  ổ   í
然則諸史有作所以為歷大人君之黾鑑意在矣,ê ắ ư ử ữ á ở ĩ  ị đạ â â  ã á ý ạ ĩ
欽惟皇上陛下聖學髙明道心純粹紹祖功宗德之休,â  à ượ ệ ạ á ọ   đạ â ầ ý ệ ổ ô ô đứ  ư 
應天與人㱕之會大業既成治功已定乃銳意太平留心墳典有志於帝王之學洞究乎聖賢之書,ứ ê ữ â   ộ đạ ệ í à ị ô ĩ đị ã ệ ý á ì ư â ầ để ữ í ư đế ươ  ọ đồ ứ ồ á ề  ư
覧聖宗淳皇帝天南餘暇諸集而監夫聖謨典則之詳,ã á ô ầ à đế ê  ư ạ ư ậ  á  á ô để ắ  ườ
懌德宗建皇帝樂宛餘閑各編而會夫帝範渊原之意,ị đứ ô ế à đế ạ ể ư à á ê  ộ  đế ạ ê ê  ý
燕暇則隨事詩賦,ế ạ ắ ỳ ự  ú
言形警戒即󰔄舜勑天之𰙔也噐皿則寓理制銘心存脩省即殷湯盤銘之戒也,ô ì ả ớ ứ  ấ ắ ê   ã í ã ắ ụ í ế  â ồ  ỉ ứ â  à   ớ ã
凡其經天緯地之文治國齊家之道靡,à ì  ê ĩ đị  ă ị ố ề   đạ ĩ 
不貫通,ấ á ô
日啟經筵講求治理,ậ ả  ê ả ầ ị í
乃命兵部尙書國子監司業兼史舘都總裁臣武瓊𪮙越鑑通考述自洪庞氏至十二使君列為外紀自丁先皇至國朝太祖髙皇帝大定之初年着為本紀凡二十六卷,ã ệ  ộ ượ ư ố ử á ư ệ ê ử á đô ổ à ầ ũ ỳ ạ ệ á ô ả ậ ự ồ à ị í ậ ị ứ â ệ  ạ ỉ ự đ ê à í ố ề á ổ  à đế đạ đị  ơ ê ướ  ả ỉ à ị ậ ụ ể
大而三綱五常之道以至事物細微之理莫不該載,đạ   ươ ũ ườ  đạ ĩ í ự ậ ế   í ạ ấ  ả
又命秘書監黄樞等寫為列本以垂永久,ự ệ í ư á à  đẳ ả  ệ ả ĩ ỳ ĩ ử
於是,ư ị 
皇上陛下以宸心淵廣而包括乎乾坤以天智光明而洞燭乎日月欲撮其大要使一覧之間而天地綱常之道益著常王治平之道益明如大綱既舉而󰕛目畢張如明鏡既懸而萬象皆照其有關於世教者大矣,à ượ ệ ạ ĩ ầ â ê ả   á ồ à ô ĩ ê í    độ ú ồ ậ ệ ụ á ì đạ ế ử ấ ã    ê đị ươ ườ  đạ í ứ ườ ươ ị ì  đạ í  ư đạ ươ í ử  ú ụ ấ ươ ư  í í ề  ạ ượ  ế ì ữ  ư ế á ả đạ ĩ
乃命臣黎嵩為之總論,ã ệ ầ ê  ị  ổ ậ
顧臣學識迂踈見聞淺薄奚足以商確古今𭛁揮至理,ố ầ ọ ứ  ơ ế ă ể ạ ề ú ĩ ươ á ổ  á  í í
然既叨奉明詔敢不對揚聖天子之休命乎臣謹拜手󰏲首而献論曰臣聞,ê í  ụ  ế ả ấ đố ươ á ê ử  ư ệ ồ ầ ẩ á ủ ể ủ  ế ậ ế ầ ă 
周易曰有天地然後有萬物有萬物然後有夫婦有夫婦然後有父子有父子然後有君臣, ị ế ữ ê đị ê ậ ữ ạ ậ ữ ạ ậ ê ậ ữ  ụ ữ  ụ ê ậ ữ ụ ử ữ ụ ử ê ậ ữ â ầ
此綱常之道所由著也,ử ươ ườ  đạ ở  ứ ã
大學曰心正而后身脩身脩而后家齊家齊而后國治國治而后天下平,đạ ọ ế â í  ậ â  â   ậ  ề  ề  ậ ố ị ố ị  ậ ê ạ ì
此治平之道所由行也,ử ị ì  đạ ở  à ã
然則天地之道不能外綱常以立極帝王之道𡸈䏻外綱常以為治㢤粤自洪庞氏經陽王繼神農之後娶洞庭君女明夫婦之道正風化之原,ê ắ ê đị  đạ ấ ă ạ ươ ườ ĩ ậ ự đế ươ  đạ ở ă ạ ươ ườ ĩ  ị  ệ ự ồ à ị  ươ ươ ế ầ ô  ậ ú độ đì â ữ   ụ  đạ í  á  ê
君焉則以德化民垂衣掑手民焉則耕田𮢶井出作入息其炎帝太,â ê ắ ĩ đứ á â ỳ  ì ủ â ê ắ  đề ạ ỉ ấ á ậ ứ ì ê đế á 
古之風󰊹貉龍君繼鴻庞之世娶甌貉氏女而生有百男之祥百粤之祖實始於此享國歷年最為久長富壽多男自古以來未之有也,ổ   ư ạ  â ế ồ à  ế ú â ạ ị ữ   ữ á   ườ á ệ  ổ ự ỷ ư ử ưở ố ị ê ố  ử ườ ú ọ đ  ự ổ ĩ  ị  ữ ã
䧺王嗣貉龍之統務施德惠而撫綏其民專事農桑之業靡有兵戈之警繼世子孫並以䧺王為號祚凡十八世𡻕經二千餘年結䋲為政民無詐偽可見淳厖樸野之俗矣,ù ươ ự ạ   ố ụ  đứ ệ  ủ  ì â ê ự ô   ệ ĩ ữ    ả ế ế ử ô ị ĩ ù ươ  ệ ộ à ậ á ế ế  ị ê ư ê ế ằ  í â ô á ỵ ả ế ầ  á ã  ụ ĩ
後王德衰怠於政事廢武僃而不脩󰱏酒色以為樂蜀兵一至而國綂遂亡,ậ ươ đứ  đã ư í ự ế ũ ị  ấ  đ ử ắ ĩ  ạ ụ  ấ í  ố ố ạ 
安陽王西徒巴蜀南烕䧺王都于螺城, ươ ươ â đồ  ụ  ệ ù ươ đô   à 
保有甌貉得龟爪之弩却秦人之兵狃於戰勝安樂而驕趙兵來攻而邊疆失守,ả ữ â ạ đắ  ả  ỗ ướ ầ â   ữ ư ế ắ  ạ  ê ệ   ô  ê ươ ấ ủ
趙武帝承秦之亂奄有領表都于番禺與漢髙祖各帝一方有爱民之仁有保󰘊之智,ệ ũ đế ừ ầ  ạ ê ữ ĩ ể đô  ê  ữ á  ổ á đế ấ ươ ữ á â  â ữ ả   í
武功懾乎蠶叢文教振乎象郡以詩書而化訓國俗以仁義而固結人心教民耕種國富兵強至於遣使一節詞極謙遜南北交歡天下無事享國百有餘年真英雄才畧之主也,ũ ô ế ồ à ù ă á ấ ồ ượ ậ ĩ  ư  á ấ ố ụ ĩ â ĩ  ố ế â â á â  ủ ố ú  ườ í ư ể ứ ấ ế ừ ự ê ố  ắ   ê ạ ô ự ưở ố á ữ ư ê â  ù à ượ  ủ ã
文王以武帝之嫡孫纘承𦾔業凡其制度典章一遵先王成憲感鄰以義却敵,ă ươ ĩ ũ đế  đí ô ả ừ ự ệ à ì ế độ để ươ ấ â ê ươ à ế ả â ĩ ĩ ướ đị 
安邊, ê
亦繼體守成之君也,ệ ế ể ủ à  â ã
明王嗣德之初安於縱弛, ươ ự đứ  ơ  ư ú ỉ
樛后得寵越姬見󰲝國中不睦紀綱大亂,ù ậ đắ ủ ệ ơ ế ế ố  ấ ụ ỉ ươ đạ ạ
哀王以童稚之年昧經國之理母后驕滛權臣執政而趙家基業卒至陵夷, ươ ĩ đồ ĩ  ê ộ  ố  í ẫ ậ ê â ề ầ ấ í  ệ  ơ ệ ố í ă 
術陽王以哀王之兄建立於權臣之守智力短淺強虜來侵而趙氏基圖從茲蕧没,ậ ươ ươ ĩ  ươ   ế ậ ư ề ầ  ủ í ự đả ể ườ ỗ  â  ệ ị ơ đồ ò ư ú ộ
迹其哀王之禍雖出於吕嘉而實由明王寵嬖樛后以啟之也,í ì  ươ  ạ  ấ ư ữ   ự   ươ ủ ế ù ậ ĩ ả  ã
女色之傾人國家如此深可為戒,ữ ắ   â ố  ư ử â ả  ớ
逮夫徵王胃出雄王之後姊妹俱以勇畧聞念蘇定苛政紏率諸部奮󰁮,đã ù ư ươ ị ấ ù ươ  ậ ỉ ộ â ĩ ũ ượ ă ệ ô đị à í ủ ấ ư ộ ấ ử 
雄師大振威名郡縣響應故䏻畧定嶺外六十五成盡復南越故境亦女中之豪傑也,ù ư đạ ấ   ậ ệ ưở ứ ố ă ượ đị ĩ ạ ụ ậ ũ à ậ ụ  ệ ố ả ệ ữ   à ệ ã
然天不祚貉漢兵來侵向使當時有英雄才畧之主則漢𡸈敢窺於梅嶺㢤士王習魯國之風流學問博洽謙虚下士化國俗以詩書淑人心以禮樂治國踰四十年境内無事,ê ê ấ ộ ạ á   â ướ ử đươ ờ ữ  ù à ượ  ủ ắ á ở ả  ư  ĩ  ĩ ươ ậ ỗ ố   ư ọ ấ á ệ ê ư ạ ĩ á ố ụ ĩ  ư ụ â â ĩ ễ ạ ị ố  ứ ậ ê ả ộ ô ự
然而子徽輕信士匡之言不設兵僃遂為吕岱所害,ê  ử   í ĩ ô  ô ấ ế  ị ạ  ữ đạ ở ạ
趙嫗以九真之女聚徒山中攻破城邑諸部景從易於反掌,ệ ẩ ĩ ử â  ữ ụ đồ ơ  ô á à ấ ư ộ ả ò ị ư ả ưở
雖未㨿嶺表如徵王故事亦女中之雄才也, ị ứ ĩ ể ư ư ươ ố ự ệ ữ   ù à ã
前南,ề  
帝有聰明之至性僃文武之奇才北逐蕭諮南平林邑建國號正尊稱置百官紀年號有帝王䂓畫之大畧,đế ữ ô   í í ị ă ũ  ì à ắ ụ ê ư  ì â ấ ế ố ệ í ô ư í á  ỉ ê ệ ữ đế ươ  ạ  đạ ượ
奈何澈湖之師已潰覇先之寇方張白牛之書盖有天數也,ạ à ệ ồ  ư ĩ ộ á ê  ấ ươ ươ ạ ư  ư á ữ ê ố ã
桃郎王以南帝之兄收餘烬之卒一戦而敗退保野䏻盖其威力不足也,đà  ươ ĩ  đế    ư ẫ  ố ấ ế  ạ á ả ã ă á ì  ự ấ ú ã
趙越王接前南帝之統保有朱鳶之地初與桃郎乘時而稱王卒與後李分國而共治,ệ ệ ươ ế ề  đế  ố ả ữ  ê  đị ơ ữ đà  ừ ờ  ư ươ ố ữ ậ í â ố  ộ ị
幸得龍爪之瑞大破全梁之兵,ạ đắ  ả  ỵ đạ á à ươ  
奈何螺城之築未乾鴉海之師隨溺鵝毛之禍是誰𠧨也後南帝,ạ à  à  ú ị à  ả  ư ỳ ị    ạ ị ỳ ữ ã ậ  đế 
業承二兄治踰四紀,ệ ừ ị  ị  ứ ỉ
然背義而滅趙望風而降隋遂成北狩之辱由其自取也,ê ộ ĩ  ệ ệ ọ   à ỳ ạ à ắ ú  ụ  ì ự ủ ã
嗚呼天命靡常人心難信,ô ô ê ệ ị ườ â â  í
前乎安陽王恃有龜爪之瑞怠心一形而國隨以滅後乎趙𧻗王恃有龍爪之祥驕心一生而國隨以亡,ề ồ  ươ ươ ị ữ  ả  ỵ đã â ấ ì  ố ỳ ĩ ệ ậ ồ ệ ệ ươ ị ữ  ả  ườ ê â ấ   ố ỳ ĩ 
